genome	top_class
G001431485	0
G001432305	0
G001437355	0
G001437845	0
G001438045	0
G001438125	0
G001438695	0
G001438725	0
G001438805	0
G001443675	0
G001447335	0
G001458075	0
G001458535	0
G001468855	0
G001469535	0
G001469845	0
G001469895	0
G001484985	0
G001486165	0
G001488575	0
G001499755	0
G001508115	0
G001508335	0
G001508895	0
G001512375	0
G001512545	0
G001513065	0
G001521855	0
G001548375	0
G001553285	0
G001559035	0
G001560635	0
G001562125	0
G001562155	0
G001563795	0
G001568365	0
G001570425	0
G001574555	0
G001582555	0
G001594145	0
G001603165	0
G001606005	0
G001610875	0
G001617605	0
G001624625	0
G001625015	0
G001629235	0
G001632145	0
G001644275	0
G001649505	0
G001656285	0
G001676225	0
G001682385	0
G001696485	0
G001708185	0
G001708975	0
G001717035	0
G001720395	0
G001742785	0
G001751165	0
G001756595	0
G001767605	0
G001769705	0
G001769835	0
G001771345	0
G001772335	0
G001772535	0
G001772695	0
G001773735	0
G001774335	0
G001774495	0
G001775565	0
G001775785	0
G001776455	0
G001776535	0
G001778655	0
G001779145	0
G001779235	0
G001779925	0
G001779955	0
G001780145	0
G001780635	0
G001780645	0
G001782685	0
G001783255	0
G001784285	0
G001785275	0
G001785545	0
G001786355	0
G001787315	0
G001787615	0
G001788915	0
G001789115	0
G001789365	0
G001790445	0
G001791035	0
G001791655	0
G001792495	0
G001793005	0
G001793865	0
G001794055	0
G001795015	0
G001795155	0
G001795365	0
G001795545	0
G001796315	0
G001796415	0
G001796675	0
G001798315	0
G001800985	0
G001801635	0
G001803525	0
G001803785	0
G001804315	0
G001806105	0
G001812395	0
G001816645	0
G001817505	0
G001818445	0
G001818855	0
G001819635	0
G001820095	0
G001820475	0
G001821725	0
G001821935	0
G001822215	0
G001822655	0
G001822765	0
G001824325	0
G001824435	0
G001824485	0
G001825445	0
G001829155	0
G001830015	0
G001830135	0
G001830805	0
G001865655	0
G001869295	0
G001869395	0
G001870225	0
G001870905	0
G001872265	0
G001875345	0
G001888885	0
G001889965	0
G001894865	0
G001898495	0
G001909285	0
G001916215	0
G001918475	0
G001918525	0
G001918745	0
G001920395	0
G001924935	0
G001940755	0
G001969385	0
G001969465	0
G001983935	0
G001995005	0
G001995095	0
G002002665	0
G002003465	0
G002006995	0
G002007565	0
G002007645	0
G002011535	0
G002018045	0
G900089075	0
G900089455	0
G900094975	0
G900097105	0
G900100715	0
G900101015	0
G900101965	0
G900102125	0
G900104395	0
G900106765	0
G900107575	0
G900107845	0
G900110675	0
G900110905	0
G900111915	0
G900112605	0
G900112935	0
G900113925	0
G900114835	0
G900115085	0
G900115215	0
G900115845	0
G900116115	0
G900116265	0
G900119765	0
G900128755	0
G900129715	0
G900129805	0
G900129845	0
G900130035	0
G900142495	0
