genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000018945	14.0	1.0	2.559443414364029e-28	3.7819420045908196e-39	4.213458481476716e-34	2.5076423988735745e-28	4.9791676228514675e-30	1.7858704977833708e-31	2.8267483076822724e-38	1.8572627071999827e-35	7.214445013729888e-40	4.203895392974451e-45	1.6587795590231047e-12	5.440401139208502e-20	9.038027462328544e-26	3.2587181414123613e-18	1.0
G001870225	14.0	0.999901294708252	4.1114014007227524e-32	1.2250860285804074e-14	0.0	2.93844604716858e-30	9.873612725641578e-05	2.4687908154293536e-15	1.3126755995081642e-31	2.88861696637128e-26	2.207192928001023e-22	2.1116547638082295e-13	8.043195241788791e-17	1.4272681703175749e-08	2.1568992425446964e-10	4.6894190881972814e-27	0.999901294708252
G000192965	8.0	1.0	7.069869751314369e-28	1.0099827190311686e-23	1.5274943709344953e-32	5.145628134894281e-26	1.1602625051445516e-17	3.654344500894782e-24	0.0	9.565179551697404e-22	1.0	1.3302837725085999e-16	7.355892860636179e-24	1.5725256451268495e-14	3.402438459322674e-20	3.6291948667855572e-40	3.827276444807939e-34
G900112605	9.0	0.8269594311714172	8.356013905981563e-16	1.1333030461345775e-13	1.5848966329036408e-20	7.328142812620259e-15	3.421468619535517e-08	5.0037683618406846e-15	2.395108683302296e-22	2.1610143586149e-20	2.5262727158673406e-14	0.8269594311714172	0.16976968944072723	0.0032708204817026854	1.584326785029258e-22	1.933459072364836e-20	1.8355468987914132e-21
G000010585	2.0	1.0	1.5189098883669525e-35	4.457668437310785e-36	1.0	1.4712820018741838e-17	1.216661996706602e-20	4.969459739545545e-12	8.135438039442109e-30	1.6133462135637272e-21	9.403550503722266e-18	6.956725771606364e-22	6.748270224034798e-23	6.275507776802018e-23	7.513036162094147e-30	2.37472073097904e-22	2.98827723505361e-28
G000012725	7.0	1.0	1.7449627056871843e-28	1.900365697321736e-33	7.786083310410662e-37	1.9432440854021562e-25	3.3288090450477978e-21	3.6916555840575423e-32	1.5493176211114475e-40	1.0	1.391196419774493e-26	2.0022404358702547e-16	1.4066144915503287e-09	1.1718546496428498e-24	3.158947128127435e-41	1.9941747382921623e-32	8.423110078559974e-27
G000684975	9.0	1.0	1.8129497194149804e-23	7.791793516870744e-28	9.090083680851919e-37	1.7505921049926296e-33	1.8035207625022222e-15	4.606166221156474e-25	1.063294246345905e-28	3.281539045352352e-15	5.8207231186334005e-31	1.0	2.042701294571736e-12	1.6735361875594087e-14	6.61441887644719e-37	1.260989466928346e-35	4.330527374034806e-25
G900129845	7.0	1.0	7.84337158659276e-39	1.1976681232051306e-33	1.0652711283193032e-36	1.5813897671322684e-25	1.673841356299583e-23	2.6002249809364285e-28	0.0	1.0	6.45436723587353e-31	2.70032289342366e-35	2.3645165816671785e-21	2.632516659930636e-32	6.812685416898553e-35	2.8960225265770647e-32	2.5366850707270242e-31
G001190755	10.0	1.0	8.590099716157561e-41	0.0	0.0	1.4725786079491575e-25	3.501950347611957e-35	7.209845817752941e-32	2.883045473486522e-40	3.446019934125946e-39	1.1273964625924954e-39	2.724695944420889e-39	1.0	3.7947162413916046e-42	1.371290659202498e-33	2.802596928649634e-45	3.272555035730762e-35
G000433035	5.0	1.0	3.96398000932384e-34	6.656588095082179e-41	1.0209116434504886e-20	4.910494698522827e-20	2.088221154570042e-23	1.0	3.541313230752834e-19	6.724146668850524e-29	3.0464293430192796e-33	2.4094626444833067e-40	4.445415597156997e-25	7.478877471377444e-27	4.917490485550738e-26	3.3118980886721684e-22	5.8637922348283196e-27
G001769835	10.0	1.0	5.571837479248498e-13	6.2189108165433896e-15	6.711302939838693e-23	1.4072041023597785e-25	4.597181853367661e-16	5.5076322632620096e-15	3.2440759932268454e-22	4.50505311082708e-22	1.6575760539540643e-14	3.8088974735173064e-18	1.0	3.556405116147271e-13	2.3709395502663604e-20	2.2090894253478213e-21	9.63491330989441e-13
G001420915	8.0	1.0	1.7650755456635396e-41	2.2361290805079882e-27	4.147320487893202e-30	1.173969422408584e-34	3.294513481424294e-27	2.9752549634381385e-27	0.0	4.231613991725166e-33	1.0	3.2338866827463786e-12	1.2561934877199105e-27	1.0927553694611126e-24	3.2324362480183917e-24	2.4774956849262766e-42	6.597359113382101e-22
G001791035	0.0	1.0	1.0	1.1107999631337553e-21	7.861427773075108e-33	4.7261875621889384e-24	5.6301747293102915e-25	7.774011417835279e-20	6.055924872845767e-22	1.6128419855722755e-28	9.778525529468331e-39	4.833475686920157e-29	2.8295915220757234e-19	2.1428823993030477e-11	4.4672704663066554e-13	5.75564317954521e-27	3.545276247012279e-25
G000429045	7.0	1.0	1.94599963904052e-29	3.0932933993554845e-26	9.820862704374137e-35	1.0346273689867663e-32	6.100447295757927e-13	1.5820760491567915e-27	2.2002053435072175e-39	1.0	9.36097421921393e-30	9.769398492758506e-15	6.563090266803321e-16	2.235887270111894e-22	2.802596928649634e-45	1.069977746112816e-31	4.2434272539296515e-27
G001818445	0.0	1.0	1.0	5.070074968053079e-38	3.855019852688352e-31	1.394291972003193e-42	2.2123700154760212e-36	4.612914879937649e-34	0.0	2.0442774299310775e-33	3.449807643875016e-39	3.0470902830851287e-34	2.7834540137075752e-31	4.5470055640419256e-38	2.382399394483201e-20	0.0	8.354267014013306e-37
G001821935	0.0	1.0	1.0	8.37356208255564e-24	1.057785205592008e-26	3.8213903228847735e-30	2.265759375243373e-21	5.249146727656651e-23	1.2985238871535865e-27	5.129288779439181e-24	1.2100290432494457e-28	1.006202043978329e-24	3.0379754836990305e-14	2.8076478679907635e-18	6.718684988785487e-14	1.1248155355899756e-29	8.23458105926083e-20
G001889965	0.0	1.0	1.0	5.738299121134533e-28	0.0	5.5995914660388977e-39	3.1489795069192144e-32	2.624867441822389e-38	2.7002315171049826e-34	4.628895988946665e-37	4.116800489521271e-39	3.6963904753026545e-32	1.936495257098474e-25	2.270865201133205e-28	2.6908022475166894e-19	6.224807835082865e-34	5.774054332519985e-33
G002007645	11.0	1.0	1.1628146882065228e-17	1.4087717971345004e-11	1.7324761054856898e-25	1.4533039216502175e-09	4.858392097103429e-15	3.2253891224520714e-10	2.171626836294142e-26	2.207637719947746e-16	1.1413297802174787e-16	1.6682097795238416e-19	5.148323545256517e-09	1.0	4.232740893894693e-12	5.3361551288766407e-11	2.8693616493241647e-13
G000336915	13.0	1.0	2.1105461630502217e-18	8.901033832406595e-40	1.0750761818299997e-40	2.0264023106715532e-35	5.940570257934041e-11	1.831198760241013e-34	6.273375900479682e-31	3.2741058359256486e-40	2.8098929693355356e-29	8.82782388773786e-25	1.5378159401412125e-29	1.091252959441744e-14	2.8627880334050234e-30	1.0	8.515639456808115e-27
G001792495	12.0	1.0	5.95670336687452e-19	2.548531576781617e-28	3.594589784560285e-31	4.1789139933965234e-27	1.7890119599641217e-18	3.077913740030202e-23	2.672975976481701e-30	9.658060077510808e-28	6.2534968804140565e-31	2.866750439721285e-33	2.0942064378954584e-21	3.246300092466409e-17	1.0	4.0788450000095355e-25	9.540501603048424e-16
G001044505	10.0	0.9999986886978149	8.206875756167314e-16	1.3163555399183095e-17	3.804197465083652e-23	8.211662815808281e-17	2.928431108717433e-11	3.0440544529497515e-10	6.804384410138755e-17	4.630063911099228e-21	3.859546968517301e-26	3.183268535919548e-13	0.9999986886978149	1.2187598485979834e-06	1.446025509619156e-14	2.0302810539545024e-14	1.594474809962776e-07
G900113925	9.0	1.0	5.814690955593692e-22	6.274104846373334e-20	1.5394441839089206e-26	1.754884100091921e-26	7.047570941545386e-14	3.1779020268792594e-19	1.7533607909181594e-31	4.093839687845898e-18	6.119133299972148e-15	1.0	5.18929758816782e-16	1.7820136642351936e-14	2.932209868658433e-22	7.464690485924385e-25	7.238463669995478e-21
G000013125	10.0	1.0	7.104720843407871e-20	3.727357234736218e-17	1.2186668150798244e-38	3.826685638556957e-15	2.3776388471182398e-15	2.0216976032318536e-15	1.703559569183494e-20	4.5823045878579105e-14	4.188478993371254e-17	3.9871196079975524e-13	1.0	3.416174981785147e-11	4.0258920329383496e-14	5.006024010579223e-14	9.118625196965395e-16
G001983935	11.0	1.0	6.866915850813125e-24	6.915706897801044e-24	2.2951596491540627e-16	3.3322866720841486e-23	3.5983268773485955e-13	1.7710023714461592e-13	9.779259847082124e-34	2.9025529395383492e-21	3.9967012318755935e-19	2.0642721473146386e-14	2.739506754778631e-08	1.0	2.5334209254677897e-20	4.010629919415221e-19	2.6740120837442997e-18
G000492175	3.0	1.0	2.5228406342884633e-28	7.398662830463236e-33	4.957735672765087e-36	1.0	9.154057808130075e-26	1.413584768621084e-18	7.890373995735081e-37	1.608570844716077e-29	3.8013311952277536e-35	6.079253127780354e-40	2.904265181065793e-24	3.96261663889938e-13	1.6894983575025336e-33	2.183189041159474e-26	6.013159736150971e-20
G001005215	9.0	1.0	9.524000122381307e-37	3.111617712022114e-31	2.3693133269592e-34	6.169879077183568e-30	9.217669818279025e-16	1.3518736343369874e-21	1.0527318164034653e-36	1.9414801652165803e-18	4.233914170855673e-22	1.0	1.5060594138923399e-22	1.846338888317184e-23	1.9738171688047573e-39	9.245515800502718e-33	6.108720064389833e-26
G001794055	0.0	1.0	1.0	1.414110751474236e-29	9.419496017390522e-32	2.2645284472793064e-32	8.81107901340405e-23	1.998412919697357e-28	6.049025769467053e-28	2.165054313472396e-23	1.467512861505468e-35	7.494413563052827e-27	4.507282999725086e-24	7.06877284060663e-18	1.8946811079691844e-13	2.6726142164213316e-26	3.622441602736e-21
G001429705	1.0	1.0	3.281022493473494e-32	1.0	6.040375936604324e-29	0.0	7.869386595641271e-16	5.779385427602033e-26	4.4938197616195855e-33	2.493413801242111e-33	1.1224754947493566e-36	1.3526344027220821e-25	9.104091487408113e-32	3.4040526421263833e-25	1.3218816955472117e-38	1.179492913686788e-23	1.208888772351747e-29
G000220545	8.0	1.0	2.0268553347705266e-38	2.3993090802430355e-27	7.063348107774386e-35	1.733273738428563e-35	6.89248447358202e-22	5.641182297166519e-25	0.0	7.3965572732271e-30	1.0	1.804694890787821e-18	1.5281483712083058e-23	2.190157940723262e-30	1.1698131866247634e-32	3.990222533274948e-36	1.3179449918606958e-22
G001617605	2.0	1.0	4.093418100396698e-33	6.224047896352157e-34	1.0	6.900812162866512e-18	1.5634326995492123e-23	4.959493441467934e-14	1.3947765213184648e-28	8.61199055799326e-24	1.672909769468786e-30	2.8652751884833723e-25	1.8115477612838627e-29	7.639744010105297e-21	2.5063003949416255e-23	3.3694400140551306e-26	2.654478982137641e-25
G001001285	0.0	1.0	1.0	2.803039178444975e-38	4.0637655465419695e-44	2.321659278157727e-36	9.300921316135506e-31	7.656330471470076e-40	2.439719480925008e-39	1.6640611005611208e-32	1.9520087608044702e-42	1.8399048836584848e-42	7.165974605338727e-32	1.4940655726893596e-22	8.779464742095549e-25	3.3883396867374077e-41	1.1575021987023468e-35
G000423645	7.0	1.0	1.401298464324817e-45	2.115077863097949e-40	0.0	5.074685307263034e-36	1.0996613407445262e-28	5.605193857299268e-45	0.0	1.0	3.0828566215145976e-44	3.4127900162088047e-25	3.2453715130545805e-32	1.0577128474412675e-33	0.0	0.0	6.854171178551978e-41
G000165465	5.0	1.0	1.038606529036263e-30	3.526647845166267e-41	1.4559171219960113e-17	5.063208563814372e-25	1.0331698906340598e-21	1.0	5.498817677011001e-29	1.5394441839089206e-26	8.234459150365053e-34	1.046071449299352e-27	1.931629702663451e-21	5.1119262664596286e-23	8.84916183566699e-26	1.7029232420457324e-27	2.3060647764878494e-19
G001000675	0.0	1.0	1.0	3.1095316637646947e-22	4.274737405184346e-26	1.3193762380792306e-18	6.999084905395803e-12	5.394698313316659e-16	1.4293749227316854e-18	2.229467754830211e-20	9.925324216100832e-23	8.202423042929941e-18	1.2898976862758121e-14	1.1927015364926463e-13	1.886348188762099e-09	7.364779965646007e-20	2.2531188066347084e-18
G000161935	2.0	1.0	2.5013177588197985e-42	9.170328532944032e-37	1.0	1.4642167653730014e-41	1.8277870026821215e-33	1.015105506019027e-21	1.8216880036222622e-44	2.2736372506215994e-37	9.23315558143622e-42	1.21516782326115e-36	0.0	5.352307128636426e-39	5.639684632973019e-37	7.2172296740381945e-37	6.389080218242571e-41
G001830805	10.0	1.0	1.401298464324817e-45	7.385263296531083e-41	0.0	7.158495781140378e-30	4.025421170495902e-34	1.640307856826696e-31	3.875148531166306e-37	4.612538239609031e-37	1.77097490009447e-36	6.498549474909422e-36	1.0	1.439715087305203e-29	6.465673584286035e-25	3.7771753028930214e-36	2.820315988406706e-32
G001313205	2.0	1.0	1.6779649476675588e-38	1.3167292635651104e-29	1.0	5.817286769795827e-37	3.8626616474235e-30	5.6191105090210434e-30	0.0	1.1971486024565252e-31	9.401690216711441e-32	1.5480068575589396e-33	2.802596928649634e-45	1.2799442559381702e-34	1.9232360419429373e-33	3.583636763298193e-31	4.091474037648388e-37
G900089075	6.0	1.0	6.706018947288527e-34	2.707785074553417e-39	5.351502783317903e-40	4.722501557223999e-28	9.01195162755083e-29	1.5615241977068312e-32	1.0	4.9011725405123085e-36	1.7334266732282586e-34	2.9524595440128286e-36	5.580788394829079e-37	9.775758618313977e-18	1.1361621669036607e-28	6.165713243029195e-43	3.0569856524880996e-27
G000724145	13.0	1.0	4.132914020562542e-39	5.31202545140982e-34	9.357987122948269e-35	1.7563829930930195e-35	8.313690849156733e-32	4.64008794545282e-29	2.9057413493004543e-30	2.5411434234822744e-36	0.0	5.380185921962174e-32	1.4060021988149644e-25	1.1634681032178948e-30	5.634718516124256e-29	1.0	1.891982794445247e-25
G001403775	1.0	0.9999998807907104	7.271236564243555e-12	0.9999998807907104	1.9722395317531346e-28	4.365644489434137e-31	7.945432400902064e-08	7.187153268857902e-20	4.719623741528496e-19	2.2124774756506624e-23	2.6719993659058507e-21	8.100432500582766e-18	3.0080649342928423e-12	2.1213086778289593e-15	4.628902707846743e-19	6.32902171155466e-16	2.7039373259825144e-15
G001610875	11.0	0.999940037727356	6.41479623826057e-17	1.4975755619554862e-21	3.7366935921831904e-26	2.601636456474071e-26	5.1570659707067534e-05	1.814122470022994e-06	1.6534988337363016e-26	1.3184722980441818e-23	3.0269304498488507e-20	5.563691868326615e-13	2.2248809727898333e-06	0.999940037727356	3.683807697497628e-16	3.170590350052953e-14	4.293808615329908e-06
G001787315	12.0	1.0	3.210941512676868e-09	5.552670111726936e-23	1.4269131968063862e-32	1.2138344882265604e-27	8.121934386451863e-26	9.474732497359752e-19	2.3039206221407044e-33	2.0004595923072306e-33	2.4202246166893213e-40	1.5180557390445677e-31	1.3789212556080538e-13	4.191831587413204e-19	1.0	4.723175494037578e-25	2.8394131232628e-24
G001751165	10.0	1.0	1.9254436599174545e-20	8.130976202862423e-21	2.8156742870293915e-23	7.126488526902619e-13	2.2472595124703584e-15	8.180093633166317e-15	5.851124618427666e-19	4.592789364966932e-13	7.30330329061744e-23	7.289551779785116e-16	1.0	4.553651233862865e-09	1.8941279628967985e-17	1.5938912783037748e-16	9.003228934947871e-13
G001769705	6.0	1.0	4.020403718960434e-26	2.1428791817749972e-29	2.0687961423624463e-30	9.774694949672352e-22	1.194084615845624e-22	7.694127721979522e-25	1.0	5.016858485637137e-31	8.60299646581501e-31	1.247863937006933e-27	4.103261336415188e-21	3.6958958116173335e-10	1.7843347253515774e-20	1.9753993723106002e-23	1.4562522509496232e-22
G000445105	7.0	1.0	0.0	0.0	0.0	2.5389729130545247e-36	1.2968338618102115e-30	4.203895392974451e-44	0.0	1.0	2.3003715590356197e-41	1.4103089055787048e-27	3.4479391648072066e-32	2.941247003903789e-39	0.0	0.0	3.918700326918136e-39
G001560635	13.0	1.0	2.248750550679547e-31	1.2326486089637877e-27	1.017006973189528e-24	5.496287400097145e-19	3.931163340357976e-21	3.3960766933646507e-17	2.3238831516110366e-21	1.2245752100149015e-24	4.771272836466969e-25	1.9426497444065e-34	4.904103700878412e-23	4.975321077325633e-27	1.0914447243987422e-21	1.0	3.1977903053650353e-23
G000697965	7.0	1.0	5.837522165339009e-35	7.879838977828349e-39	8.391289812697827e-36	6.721224724359256e-36	2.7739197877958524e-27	2.053878815135645e-38	2.5643761897144152e-43	1.0	3.0440757814543747e-30	1.8713753675317924e-17	2.225057080785649e-21	4.932984571620881e-36	1.6114932339735396e-43	1.2497767620266068e-38	1.5792456272788816e-30
G001790445	12.0	1.0	1.096787916564368e-12	8.779413150248813e-14	2.3343703817851923e-26	1.5159585282364192e-19	5.199018333485135e-19	1.5478930636302506e-20	1.0820238196161221e-39	1.2157962681850342e-17	5.414414904835979e-21	8.715101778053793e-24	5.125013569851441e-21	2.5713624238517613e-21	1.0	2.532835940299269e-24	5.806222388597465e-15
G001513065	3.0	0.9999920129776001	4.305514191807654e-29	1.9673893181220313e-24	2.3159189618047417e-28	0.9999920129776001	3.915012540230741e-15	8.030149729165714e-06	1.8673429501899624e-13	4.7862419651816036e-24	4.8566686982754404e-30	5.915672242335443e-26	2.170741832966097e-25	2.4670586330522186e-15	2.4543756381560655e-16	8.028507491960055e-18	1.2705363670872938e-11
G001708185	2.0	1.0	4.253305457086237e-38	1.524854801813555e-35	1.0	6.432174290401463e-23	8.068406047727711e-29	6.156052289769411e-16	6.736381064673941e-25	2.0235060294616485e-27	1.0446962005039635e-26	3.249292501885336e-28	6.4098728902305255e-34	5.089234071153745e-25	5.5029967042490785e-28	6.231146519833171e-28	2.5276354099177838e-30
G000348805	6.0	1.0	1.9365365973127158e-13	9.528829557408756e-44	2.634569359766111e-37	3.6587301129908454e-36	9.960719486788776e-29	1.8672802289635896e-19	1.0	1.2507109606657789e-24	5.541200073082579e-16	1.0531468729511436e-26	3.8330757838600515e-12	7.994557683515163e-17	4.049901534628127e-31	6.359308326875417e-20	3.044823724748791e-12
G000428865	2.0	1.0	1.1074143259605158e-30	6.360987304820615e-26	1.0	7.134604952162428e-25	3.857506791792315e-23	1.1681739695576857e-14	2.3806659610414317e-41	5.157087448878264e-25	3.0831536967890344e-39	3.1927409644828967e-25	2.665101547006422e-33	5.723957683803654e-28	8.774875045740337e-33	1.2064155171912892e-28	4.8958270670165863e-29
G001780635	0.0	1.0	1.0	5.401609141202017e-34	5.482727097749908e-38	5.257552629165972e-27	2.7391500855005673e-24	3.784097762148337e-36	1.3872101817493675e-35	9.299157134213791e-29	2.74134035682485e-35	1.8045328594064892e-37	2.3554089323488873e-26	6.812926290734284e-18	4.990531595994207e-18	2.112807019492261e-28	9.487846444307757e-22
G001458535	11.0	1.0	9.63947658688442e-27	4.743296650327617e-37	2.2140235476639245e-40	4.424127080307483e-13	1.2487122447168986e-11	1.2847375070912956e-20	1.1296780830160726e-23	4.9889060083759555e-21	1.2433527244692681e-30	9.235299568086637e-40	6.788111991151784e-22	1.0	3.3914025179540658e-25	1.848156407737429e-16	1.6439402383129898e-17
G000993365	12.0	1.0	1.5340052879267322e-17	6.66467431327971e-28	2.2296021520747085e-29	3.1748841503356864e-27	1.4502410086326724e-17	6.943243690071497e-26	2.0708737769057733e-29	3.487494631996981e-30	4.104314290180347e-34	2.5944281002686938e-36	7.106549705713922e-24	1.3379467530237758e-18	1.0	4.222614961615823e-26	1.1223328164440349e-16
G001007625	14.0	1.0	3.4477028935816e-39	2.2268233214197772e-21	6.726232628759122e-44	2.2438461277207523e-26	2.2539589248690296e-20	2.6120513506830455e-16	5.1585846224358415e-39	1.169854567628333e-15	2.726435503534499e-29	6.52385959231279e-21	4.728565872191837e-10	9.378640383389274e-28	6.37713577434042e-36	3.7744625195298903e-31	1.0
G000998865	12.0	1.0	4.856056179391999e-08	2.5299692197696957e-23	2.4463163386201834e-25	6.572039328897148e-22	2.577560704670297e-20	5.4252595929258395e-17	7.686414376493439e-17	2.210332543127844e-25	8.341364337163792e-31	1.1670559940952487e-29	3.7943298249012957e-22	1.8790188589107304e-13	1.0	3.509372233010467e-20	1.9816528120506775e-19
G001795015	4.0	1.0	1.4139777569602292e-19	7.216752474342161e-17	1.053932436303188e-30	1.564770550274968e-14	1.0	5.265445857105533e-10	1.6359327991112315e-17	1.7513776363930914e-21	1.009195812683457e-18	1.4020994609415557e-15	1.7919507424289817e-16	6.087388926268034e-11	1.123566440522372e-16	8.740382549665693e-14	1.361517149023328e-11
G000297775	9.0	0.9999923706054688	1.2390690687022476e-13	4.553214749680734e-10	1.19615926050861e-14	2.435125114084459e-25	7.271480626513949e-06	5.751550702370878e-08	1.595285123958041e-15	2.973946209294809e-07	2.0135678802657803e-17	0.9999923706054688	1.0429197653052946e-12	3.3090927331613784e-08	7.799037862393841e-16	1.0583241305539559e-07	1.659555159960746e-08
G001625015	11.0	1.0	1.7528863234079957e-23	2.4674946306473134e-20	1.3436565246711815e-23	4.6067930748019954e-20	5.25164522979793e-10	6.290894111620783e-16	1.138176705661742e-10	6.640164877080292e-40	5.983910076352503e-22	6.612454351767627e-21	7.657016252153743e-21	1.0	8.551591434979855e-09	3.3130429920861996e-25	4.080756223795935e-19
G000504165	2.0	1.0	2.8119497551199237e-38	8.674037494170618e-43	1.0	2.4741791831265016e-26	1.7774003556890857e-33	1.5278079149028123e-11	1.3902615596021795e-35	9.120032742825149e-35	2.111056136505337e-41	2.9585123462307963e-37	8.733130250411195e-40	5.523860303336625e-28	3.183463926744372e-31	1.5808525574438144e-33	1.4737767476400535e-31
G000997505	12.0	0.9999997615814209	2.710144428874628e-07	1.2934272979201066e-19	1.6544537369857633e-16	2.8825838140431674e-19	7.434888445732087e-15	1.5039677129069716e-17	3.767153224878389e-17	3.790832391776425e-20	1.46767382089752e-22	2.5991162559516047e-19	4.980321457539281e-17	1.0048392673489559e-11	0.9999997615814209	9.050544327225814e-20	2.5774223250465966e-13
G000018785	5.0	1.0	1.7348074988341235e-42	8.311434928560712e-33	2.7734344335006433e-11	2.409927531309337e-15	1.3602891735112546e-15	1.0	4.126475832132217e-29	2.128368179302912e-23	7.214258894048739e-14	4.000553127024532e-15	3.621362988670031e-14	2.7534180724679096e-17	5.73270285699516e-19	3.336970660189863e-14	1.0370725223749033e-26
G001772695	12.0	1.0	2.1679060778397865e-15	4.837838891801781e-25	1.9313670757318343e-26	3.078710841819543e-09	9.232437730988252e-11	6.674993907047455e-16	4.0700032004647855e-24	9.907909820156062e-18	8.869827476841497e-30	1.8948329165401873e-28	2.9905922573417176e-13	4.585726021133496e-09	1.0	5.746483272409987e-16	9.382787244643226e-14
G900094975	2.0	1.0	7.905800386061386e-37	1.0564651445617318e-36	1.0	3.0831353033457576e-28	6.06685388573089e-32	9.670062703869258e-16	2.4363472841965798e-36	1.959173599852563e-39	8.081568503454085e-41	1.2204451356985727e-36	2.160886814834114e-31	1.3918379855575674e-27	4.7060037065395865e-31	3.5832730691076305e-28	1.2430830566612347e-29
G000423405	6.0	1.0	4.751606910740449e-40	1.2759102777370324e-40	4.4372834273003e-25	3.872838054832834e-32	8.181140246281446e-26	4.956798623271044e-25	1.0	4.219120139814856e-34	5.555194340405898e-22	1.0660234094477233e-28	2.880276303042523e-26	1.0520060300320266e-12	1.9146228460452957e-23	1.1224400699241785e-42	1.981463363961664e-27
