genome	top_class
G000376225	5
G000430585	5
G001049895	5
G000733515	5
G001649505	5
G001806105	5
G000686845	5
G900102125	5
G001421015	5
G000437335	5
G000433035	5
G001916215	5
G000018785	5
G000300695	5
G001830015	5
G000508965	5
G000450985	5
G001909285	5
G002003465	5
G000430745	2
G000177235	2
G000292245	2
G000484595	2
G001617605	2
G001708185	2
G000733585	2
G000007845	2
G001187595	2
G900115845	2
G000504165	2
G001278705	2
G000701305	2
G000011645	2
G000829435	2
G900094975	2
G000712035	2
G000010585	2
G001074355	2
G000186205	2
G000245655	2
G000525955	2
G000744255	2
G000745125	2
G900112935	2
G000428865	2
G900110675	2
G000407165	2
G000648175	2
G000006865	2
G000229145	2
G000228205	2
G000309585	2
G001438805	2
G001012675	2
G000970775	2
G001437355	2
G001438695	2
G000286115	2
G001869395	2
G001869295	2
G001438725	2
G000014505	2
G000248095	2
G000161935	2
G000014465	2
G001313205	2
G900104395	14
G001568365	14
G000092565	14
G001829155	14
G000501615	14
G001603165	14
G000195275	14
G000405945	11
G001804315	11
G001824485	11
G002007645	11
G001983935	11
G001610875	11
G900097105	11
G001796315	11
G001469535	11
G000786005	11
G000298475	11
G000204255	11
G000417585	11
G001508335	11
G001918525	11
G900129715	11
G900142495	11
G001458535	11
G000012485	11
G001625015	11
G000425585	11
G001898495	11
G001424305	11
G001308105	11
G000218895	11
G000981645	6
G001800985	6
G000348805	6
G000471965	6
G900089075	6
G001424585	6
G900116115	6
G900130035	6
G000318295	6
G000220585	6
G000382125	6
G001865655	6
G001280515	6
G001280505	6
G000224335	6
G000797445	6
G001438125	6
G000423405	6
G001769705	6
G000231275	6
G000379665	6
G000768875	6
G000436435	6
G000235885	6
G000430525	6
G000220235	6
G000426565	6
G001468855	10
G000487995	10
G000980755	10
G000020785	10
G000762875	10
G001190755	10
G001830805	10
G000012965	10
G000224765	10
G000405625	10
G001263205	10
G001769835	10
G000695975	10
G002002665	10
G001044505	10
G001803525	10
G000714715	10
G001803785	10
G001830135	10
G001798315	10
G001795545	10
G000717475	10
G000429305	10
G001751165	10
G000745975	10
G000283915	10
G000013125	10
G001192655	7
G000245075	7
G000759655	7
G900101965	7
G000319385	7
G001469845	7
G000242835	7
G000445145	7
G000445105	7
G001438045	7
G000738435	7
G900129845	7
G000382265	7
G001969385	7
G000423645	7
G001292625	7
G000172095	7
G000017265	7
G000526315	7
G000188155	7
G001298265	7
G000429045	7
G000012725	7
G000344805	7
G000429865	7
G000230555	7
G000179775	7
G000697965	7
G000300855	7
G000497755	7
G001427385	7
G000282595	7
G002007565	7
G001624625	7
G001559035	7
G000312545	7
G000518105	7
G000379225	10
G001756595	10
G000428145	9
G000021025	9
G000007705	9
G000163775	9
G000093025	9
G000145255	9
G000014765	9
G900113925	9
G001682385	9
G001182045	9
G000297775	9
G000506865	9
G000226625	9
G000319245	9
G000967305	9
G900089455	9
G000026125	9
G000832305	9
G000684975	9
G000377645	9
G000733775	9
G000768065	9
G000689195	9
G001005215	9
G001432305	9
G000334955	9
G000384955	9
G900115085	9
G001431485	9
G001499755	9
G000007385	9
G900112605	9
G000377885	9
G000214595	9
G001443675	9
G001708975	9
G000744875	9
G001720395	9
G000219045	9
G001042525	9
G001574555	9
G000168295	9
G001801635	9
G001582555	9
G900119765	9
G000191145	8
G001484985	8
G900116265	8
G000219275	8
G001656285	8
G000192925	8
G000192965	8
G000511875	8
G001183545	8
G000422425	8
G001995095	8
G000382245	8
G000591415	8
G000830985	8
G000220545	8
G001458075	8
G000401175	8
G001562155	8
G001562125	8
G900107845	8
G001795365	8
G001469895	8
G001924935	8
G001420915	8
G000153405	8
G000023065	8
G001447335	8
G000513735	8
G000444565	8
G000444645	8
G900110905	8
G001676225	8
G000817295	8
G900128755	8
G002006995	8
G001422605	8
G000006925	8
