genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G001821685	0	0.0	1.0	1.0	4.031049308877944e-32	1.1070257868166055e-43	5.044080697689495e-34	3.6318356333965977e-29	2.2642203007335823e-37	3.272954520139049e-35	4.658625596369994e-35	8.11912330229799e-42	5.263970461746487e-36	4.845126961230592e-28	8.165291273586302e-21	2.371808089909541e-20	3.4709769898227515e-34	2.2263091951298653e-25
G900110215	13	13.0	1.0	2.729488622497438e-26	1.990334273803754e-40	3.433181237595802e-43	5.358845587270965e-41	2.715955931065026e-18	8.857202261968114e-33	2.241715251887364e-34	0.0	5.960492836300296e-36	9.695332208520014e-30	2.8855916327962e-39	2.3448428135204116e-23	9.751841441349194e-34	1.0	3.957802419168284e-33
G000970165	13	13.0	1.0	2.027090955460131e-27	8.066929100201609e-29	4.2717803251254965e-29	2.8051920042950106e-21	8.182644658175431e-17	2.850256055848108e-23	2.3085520879910604e-22	1.1954208646212685e-28	1.8648869929467748e-28	3.4879435885543907e-32	5.359983637487353e-11	1.112851341390707e-16	5.9867092901101115e-25	1.0	1.4311597716984217e-17
G000622125	5	5.0	1.0	1.1383984674410224e-32	3.5499641063661063e-37	1.7584365907818977e-10	1.5603408855981832e-15	1.5341293568195105e-23	1.0	6.871012067878418e-29	6.798247679958847e-21	4.4623291254841853e-29	3.421990399257296e-27	3.45927616223939e-28	2.0747546678291952e-23	7.664232797011036e-29	2.541560293838019e-21	4.388858810151012e-29
G001435935	2	2.0	1.0	3.3551163014467306e-39	4.0526216285559295e-31	1.0	2.48539385148672e-37	2.7254190940063486e-27	4.877801677281376e-21	2.802596928649634e-45	3.2800193154450993e-41	3.363116314379561e-44	3.689600639687207e-39	0.0	1.8079996718072288e-36	1.6298616784516636e-37	2.3279504817363967e-33	2.909881056543156e-36
G000375645	6	6.0	1.0	1.014335439101545e-13	1.2528161345989743e-25	4.664442858476937e-34	2.963257013355834e-14	3.887155655598504e-22	3.0061653024215858e-24	1.0	1.5104657804089633e-38	7.064693814588828e-28	3.5081079598736787e-31	2.8285138125409438e-33	2.65032651857941e-13	8.602193610207642e-12	6.963471751536696e-29	2.3304477093042226e-25
G000991935	0	0.0	1.0	1.0	2.3247479943143752e-32	5.821236856684484e-30	1.4132666441154003e-33	5.5229582699377825e-34	5.721432593221456e-33	1.420440201347494e-40	3.9353745306207323e-31	4.0370007458733655e-41	4.6208660442786366e-38	5.126713567280804e-29	7.320703163495939e-32	6.28530803521276e-15	5.133601776097527e-29	2.0834677782758052e-26
G000006985	11	11.0	1.0	3.546744479267811e-21	6.6972961961602275e-28	1.4758579766878711e-24	2.335258096723991e-21	4.8137221536513035e-18	2.697909344565654e-23	2.2326456728837147e-17	8.486470955059018e-23	6.96045684811526e-18	4.063800653679537e-15	1.4063952669118862e-08	1.0	5.290281267403338e-21	1.3950134403609456e-24	1.3076626988609897e-16
G001598495	7	7.0	1.0	6.024215766890689e-31	1.2067349480800053e-25	2.45227231256843e-43	1.2162728697419117e-34	9.59682107815018e-24	7.720675548875586e-33	1.0466872762412432e-39	1.0	4.728461291013176e-31	1.7783416957029643e-27	8.473594255159077e-16	2.2306614886553893e-25	3.270447525888306e-34	1.671378993705371e-30	1.7359090785249053e-33
G000378725	3	3.0	1.0	1.1257167548716329e-22	5.29067002513324e-34	1.738466548799591e-26	1.0	2.845177672767754e-19	2.728250523304555e-18	5.792256063049264e-25	2.5859996432848285e-21	2.0057166234492986e-33	6.230976797256822e-29	3.2397466514930617e-15	3.5578750409773705e-18	2.174117820402406e-22	1.652479002986198e-24	3.984256125022512e-08
G001816835	12	12.0	1.0	2.971649315508529e-11	8.508435622722743e-11	4.356773762427641e-25	1.2383459912217712e-28	3.643533567844644e-14	3.420322349735315e-18	2.176712554053952e-32	3.8295371570128084e-28	1.29882382393348e-23	4.667294066625919e-25	2.1457900475869767e-15	2.4224467375620617e-13	1.0	2.6851689254019724e-22	2.060747473814524e-14
G000999595	12	12.0	1.0	2.3843080287910823e-13	3.419439709348604e-23	3.7651592632391607e-23	1.3913764684388955e-19	3.114937561360387e-12	2.382173406154912e-19	1.7728746065180809e-28	4.497086246773072e-22	2.3917554643638642e-24	8.477439286555143e-24	6.079050084157718e-21	5.043131507558897e-14	1.0	3.1756593371383023e-27	1.6056412113513857e-13
G000176095	9	9.0	1.0	1.4982859824765965e-26	1.2644074792465882e-23	3.428541744245225e-24	2.1267801227212767e-28	1.831039890194114e-17	1.6696935500881693e-11	1.1804456707318149e-18	5.560094416182995e-21	6.1439590394452015e-12	1.0	1.7423637185820517e-11	1.3389093842961983e-14	1.9195117732614263e-19	8.520093692169959e-19	1.3646133825861062e-15
G000219585	9	9.0	1.0	2.556407486733256e-29	2.6901988504450813e-25	1.45310409256347e-32	7.013613939491925e-30	8.215002728137465e-20	9.658912301511199e-27	1.8210854452826025e-40	1.2566369626718896e-23	6.610257052291337e-22	1.0	4.969087021331831e-17	8.046282440101083e-20	1.8677224866408226e-26	1.0034960174099704e-31	8.844542808547888e-25
G000998065	0	0.0	1.0	1.0	1.6345450493743322e-28	3.969878549432207e-42	3.358009732739074e-32	2.5872434908875294e-28	3.2964107407874276e-35	8.137699126335803e-31	4.84857706536212e-31	0.0	1.237707831325433e-29	4.017977124267704e-28	2.8911751919504567e-33	7.439171013134189e-23	5.795041976001551e-32	1.489279590316664e-30
G001995415	8	8.0	1.0	2.7846986478322604e-37	1.0423318712027425e-33	6.736925985155827e-31	4.5137343256956443e-32	5.116988246988881e-27	4.898117158057892e-32	0.0	7.910795765169459e-25	1.0	3.3907141434920153e-19	5.243629792708505e-28	1.3827208723963062e-33	3.104135279056107e-32	5.7018834513376807e-42	4.0327717019754865e-32
G000010145	2	2.0	1.0	8.689772674626521e-39	1.983345286406822e-28	1.0	5.250991792315339e-37	3.6575922905453836e-25	3.362868038748607e-17	0.0	9.397286867965657e-38	1.188008226368401e-39	2.989105830615567e-38	1.0898178416746967e-40	1.7734143925650437e-37	7.775269179947619e-32	1.4487647551674094e-32	1.3274790663923897e-33
G000523235	4	4.0	1.0	2.6994253090684375e-36	3.581257721317413e-24	2.738479394133603e-33	2.3186257725834086e-19	1.0	1.2986470985217786e-28	4.110469851296262e-35	3.3564864003014325e-24	3.5307564522636675e-39	1.97355252182516e-17	9.901725915437688e-23	4.481682343195474e-18	9.68186003821192e-34	2.462777773597393e-32	5.073655551482428e-30
G001798005	10	10.0	1.0	4.649884383717206e-30	8.945516601532416e-34	2.2745788137762416e-33	5.9632858509870026e-30	8.390444494788275e-24	5.390419208746249e-16	4.2450378286442894e-31	1.3489422474443098e-29	5.89946653480748e-43	5.021656306237637e-34	1.0	4.4463541904609955e-15	9.057108497696764e-27	1.1309731097803739e-28	1.4025748581832022e-16
G000286435	8	8.0	1.0	1.2534614763385489e-41	1.410586923303679e-22	5.8946087168719995e-34	1.7736087921981107e-24	1.6803690616530023e-28	2.2382232134699985e-24	0.0	1.5350761131652922e-25	1.0	1.492940833546142e-25	1.0027827201684246e-19	1.2551288456837154e-29	1.1167058207523532e-28	9.257243902037963e-38	3.137937030537025e-31
G001482365	1	1.0	1.0	1.7422624066643316e-40	1.0	2.93028268775767e-17	1.656607261495198e-31	5.726917606807547e-09	2.4316793903343865e-19	2.407440555104743e-35	7.644093756842692e-27	1.810898005446961e-41	2.4615267478382507e-26	1.9602126560367832e-24	2.921076763109996e-16	1.9229878696083032e-40	1.4902097724403635e-25	9.352909875574156e-37
G001604325	14	14.0	1.0	6.776202035796829e-17	3.397575623620419e-12	5.380633785745381e-11	1.2051246043073345e-18	1.0833414026967247e-10	2.3270075102943544e-12	2.1319241511053022e-11	2.629450051457304e-21	3.915730595722761e-22	6.717909360715686e-16	2.028082459833279e-18	3.5179766543456947e-13	2.8073258995231498e-11	2.692447376162477e-10	1.0
G001897855	11	11.0	1.0	6.507324024739842e-38	7.991348551515772e-34	2.735783017870627e-40	2.980850400985636e-23	1.3777332874575697e-20	9.794999850719507e-22	3.935779882273285e-16	4.139282951229906e-34	1.648460446927389e-26	5.369364711991264e-23	1.3886329874202506e-22	1.0	1.2668366501864714e-22	8.681590958506469e-31	6.917629253219455e-25
G001824255	0	0.0	1.0	1.0	2.330446019508994e-34	3.574025746245089e-40	4.383739786706382e-36	3.1458226732839718e-24	1.66402676097322e-35	3.76423707049624e-32	7.14031027135774e-36	5.756574729101814e-39	1.6103721778264182e-26	1.4433033634588235e-25	9.535325338385639e-18	2.44817538795095e-24	1.4822663257987454e-33	1.5138106664837329e-24
G000183325	4	4.0	0.9999998807907104	2.9147008057956195e-43	1.0377423365071081e-09	1.1433130019843562e-15	9.11175367838084e-28	0.9999998807907104	2.1313158824098463e-17	9.065031132561433e-33	1.270035964750448e-28	0.0	7.76684020554629e-27	8.747429747846985e-27	8.042898633238823e-22	1.9127272131359753e-28	7.15622761049417e-08	5.744915251013291e-35
G000723745	11	11.0	1.0	9.337455026344734e-26	1.9144551852964603e-15	8.09202500256432e-27	1.7940287032487895e-25	2.3490297782747725e-18	1.0378691239765203e-09	3.0695958328733706e-26	3.279201432359666e-21	4.808365813383909e-32	2.963274146143814e-25	7.362787463049969e-12	1.0	2.1207892375990463e-24	2.8722220844012336e-19	8.647344138395881e-17
G001263355	3	3.0	1.0	5.157614841899559e-19	4.760899003963255e-22	3.633516014109328e-12	1.0	4.0755321339958073e-10	7.223171838433018e-09	2.84406075079513e-11	3.5087557859192486e-13	1.5085445371175454e-13	1.2582672681560325e-09	1.1406416922099538e-09	4.158393905097108e-15	2.245964240275329e-16	3.980311631505973e-13	1.326240006704893e-09
G000196675	4	4.0	1.0	5.887495522286446e-38	8.153291930490525e-10	4.418606198736106e-23	3.2824245643604375e-32	1.0	5.120880950307967e-17	9.441944433008175e-32	3.8504247772384755e-21	1.95804835718571e-40	6.540691298144159e-25	1.8466892362363345e-25	4.3713080771858894e-17	1.8929944772778948e-39	1.2273528085230126e-17	3.678859033168346e-34
G002002505	10	10.0	1.0	3.632799902809566e-17	4.401975199555453e-27	6.352498433235604e-19	2.307802145287425e-16	1.7016427962181654e-21	3.396536477184494e-21	3.6275544690091145e-23	1.9649521926475483e-16	6.114603289107337e-31	3.9156498932800044e-25	1.0	1.6900401911268403e-10	5.1951431742950586e-15	3.4689104994769794e-20	6.432528988631336e-12
G001672375	7	7.0	1.0	1.7787994290654344e-31	1.315791294809888e-35	4.151540418573106e-33	1.1260594060961965e-31	6.968906691173018e-25	2.6008406572808883e-35	2.1613403305991687e-39	1.0	1.3896779829025642e-28	5.8076403217511684e-15	6.251381936452561e-21	6.055305745533214e-28	4.4241234596277395e-40	8.010935168739163e-36	5.194432273390998e-29
G000740855	5	5.0	1.0	1.9668186098944884e-17	1.481051467109297e-25	3.5455395274134666e-29	1.2317380177305017e-25	9.108304524019575e-15	1.0	1.8480803460971136e-22	4.024494531384821e-29	1.8993611389513063e-30	4.463782990739904e-26	1.230953856601701e-17	1.6717096510059055e-16	2.4594930406464616e-16	9.185582045531693e-32	6.593202817473803e-16
G000013045	11	11.0	1.0	7.378277873032254e-20	1.5347950814678072e-25	9.078940993620733e-26	6.245950776980209e-35	1.3384191216263275e-14	5.289814463695839e-22	3.958102399554455e-19	1.1535458782859622e-24	1.0540567048651274e-41	1.449945670257309e-20	1.4799975952854998e-22	1.0	5.315343359005844e-29	4.2848433134956565e-11	1.2206041100926566e-20
G001796355	4	4.0	1.0	4.2601482216952895e-35	1.199181311606141e-18	3.227307985239082e-33	8.382711133562213e-22	1.0	4.660846361637105e-13	3.702337007349877e-29	1.2427211802024742e-24	3.8293570792504087e-23	5.652252511389171e-18	1.7930922760504855e-24	4.666535588698463e-22	1.1034417525997796e-23	3.3970184064123825e-27	1.5584155441920067e-20
G001626695	11	11.0	1.0	3.1647609138335978e-21	3.853112646017985e-29	2.2150610372881439e-16	3.9229361099358314e-15	1.3867134962295693e-19	4.1659017933833335e-16	1.1330691445982042e-25	1.8822826034006593e-21	1.6176406966011035e-22	2.7128260605728845e-20	5.073353629564403e-12	1.0	1.0488999398856544e-13	1.687301935242178e-18	7.145605634972796e-11
G000179815	10	10.0	1.0	4.2778412277197446e-24	7.327317343444393e-19	1.5369702198228958e-38	1.3994202312093026e-18	1.722426784533937e-10	9.980678155956883e-16	5.671792426812467e-28	7.879213130741487e-15	1.549469238895998e-14	1.7916477329515956e-11	1.0	4.087267416880147e-12	4.801754678224503e-22	2.712125978862798e-25	1.3521491339485816e-18
G001805855	11	11.0	1.0	2.3514529294329915e-16	7.290189424701226e-24	2.056068641848127e-28	1.2721316622968996e-19	4.0838840651106366e-20	5.420111419316657e-16	2.310321786991397e-23	7.889214281853185e-11	5.5548874515710006e-33	7.17599941684422e-21	1.5191189235361224e-12	1.0	6.754223031534468e-22	1.1366410392641199e-17	4.925771212247124e-18
G000829195	2	2.0	1.0	2.564011494027002e-32	1.116704947673267e-37	1.0	6.850962369628042e-22	1.886460513885947e-27	1.2659361059430552e-10	1.9961907111038225e-33	3.685227451974788e-31	2.718519020790145e-43	3.2361629841838264e-31	2.9146224442197868e-30	6.850634501286462e-26	3.893855946769802e-26	3.2161236645302625e-26	1.1071138460945586e-31
G002021195	9	9.0	1.0	2.4999002086453864e-25	2.211698357846575e-18	8.984801886221175e-21	6.1609747808269364e-27	1.903567317913335e-16	6.574403074237907e-20	1.7711558945986476e-30	1.1398669069299134e-25	2.1985393377794288e-13	1.0	1.0951003597739518e-17	1.3464942890531527e-15	1.2705105458160412e-21	4.0269546519213816e-20	2.802416777796978e-17
G000426485	6	6.0	1.0	1.0331623501422376e-28	1.357863516058576e-29	6.893366298186706e-33	1.8535911911570554e-18	2.1681547892654043e-22	1.0365593837634966e-24	1.0	3.349685993764206e-29	1.3362319584242358e-27	8.475076819569827e-32	2.849675279193352e-26	7.49467821137273e-10	9.295697732373927e-18	8.341082218519594e-30	4.463451237258365e-22
G000970345	9	9.0	1.0	2.701735163108241e-27	6.752429851981891e-34	2.449236037349947e-35	4.1244614297810097e-29	6.776386397811755e-16	2.327288102424652e-30	5.2307248686777474e-40	4.683405254596058e-15	1.8649130916471558e-23	1.0	1.8881383635909385e-19	3.386555182769675e-17	3.006854957224398e-38	6.637158488217357e-32	3.2004133797888787e-31
G000152065	4	4.0	1.0	1.5710426237651305e-24	2.494719817433788e-16	4.182227955599675e-36	1.8168147718191033e-21	1.0	1.882551197992843e-18	1.0977682766230178e-33	2.149313256751871e-22	5.045832238858557e-19	5.611880203834719e-19	1.2241943569968328e-13	3.807138871019427e-26	1.1673736321140628e-19	4.2917050325336735e-15	2.4772542415833765e-14
G001515955	3	3.0	1.0	1.6996229491208835e-31	7.941378328980113e-29	1.0552058461360891e-26	1.0	1.0003647290662643e-18	4.621189498774103e-13	1.1894616889926371e-21	4.768070554229838e-25	2.645779663949438e-29	5.369980562126979e-30	1.039411070234697e-15	5.065200930638121e-24	3.7494129381899663e-20	1.105382002822954e-19	2.361873446387469e-15
G000991325	0	0.0	1.0	1.0	2.2073064603694644e-26	2.1133803206884566e-27	1.1687349761864152e-30	1.6811675075263706e-24	1.5990544582119464e-25	5.110050854924283e-32	7.391848825151791e-22	9.85508979379222e-35	2.773430300663424e-29	5.210772569989513e-19	3.3670621412663593e-34	5.092345138233909e-16	7.076350745595804e-19	9.281899474414794e-21
G001790455	12	12.0	0.9999998807907104	1.971894435931487e-12	6.2486336105394e-08	3.851806444218515e-28	3.1521026254652485e-18	5.2962446928095375e-11	2.2279125159313518e-12	5.378912670236084e-25	3.7805128535156105e-17	1.5013786288251205e-22	4.551271145614151e-17	4.4483721295006295e-23	1.9801888264435505e-17	0.9999998807907104	7.014950017298917e-23	1.8740552341931172e-16
G000612665	2	2.0	1.0	7.671822003655411e-33	6.807837329220876e-32	1.0	1.4033351143285994e-23	1.0935262591288366e-25	8.856857088013204e-12	3.6927822953928055e-32	7.457908716514934e-27	2.717020595526661e-35	8.77255928176135e-27	8.105585709840322e-35	2.335209914677622e-24	2.095001078784532e-25	1.3276060648707154e-25	2.727989786777518e-26
G000988325	11	11.0	1.0	2.3710197237778798e-21	1.40798671554826e-27	2.841938739545823e-16	8.075422383742314e-15	1.1815512455969675e-15	2.046277864086463e-15	8.425291172196869e-13	2.38883937553802e-15	2.994610581643492e-13	5.416581003285745e-22	2.6329657790869817e-19	1.0	1.6648310817297105e-15	7.275472530316732e-22	1.422017275260118e-17
G000423425	4	4.0	1.0	4.4044814562731223e-33	1.5933380413037146e-31	0.0	1.239143008630078e-38	1.0	1.0263962104767877e-16	2.8289548065934945e-34	4.7917651600761444e-29	6.144618782255629e-26	2.8955541352949696e-20	3.2690124478901295e-12	5.602182177582228e-22	2.3780034939592146e-42	6.642021508346709e-32	3.9316982422587035e-16
G000689635	10	10.0	1.0	3.300172763099551e-20	1.1322788195857602e-17	2.394203064726195e-38	4.387316841070318e-15	9.276052622959712e-15	2.344780745028351e-15	1.0061887171199684e-20	1.8952077591744693e-14	2.304642480783595e-17	3.576868076900219e-13	1.0	2.32678685346821e-11	5.1159878606708495e-14	1.6799268139772172e-13	1.17472003075648e-15
G000196615	8	8.0	1.0	1.2611686178923354e-44	6.189446530652017e-37	5.226586896326667e-31	4.374922431998623e-27	6.482536395407768e-19	3.2653747776632973e-26	0.0	3.5703953501265497e-19	1.0	2.026774871837658e-26	4.9274378366763e-28	3.461670796124693e-25	4.111585365588656e-34	2.1274275625159823e-37	2.195422817796414e-27
G000010645	6	6.0	1.0	1.4011676916123515e-17	1.847879245237812e-26	1.1293417493847682e-16	1.7774748583705384e-18	1.6017247651951092e-22	3.9444632769280096e-18	1.0	1.1162904109618452e-17	5.385300570023724e-24	2.2319333730371817e-22	6.75724876370334e-19	1.779695857351271e-08	7.910749692027069e-14	3.816680829491124e-17	1.6487200493742193e-09
G001932855	9	9.0	1.0	9.439826926226244e-38	6.693844568588021e-29	2.899796582845747e-29	5.312818634590136e-33	3.638984106654294e-33	4.6688766571872605e-26	2.634441112930656e-43	3.2922804195798155e-25	1.9213872760534196e-19	1.0	2.6729426632893606e-17	2.029938635475902e-27	4.154215402905196e-34	1.0186416887762463e-39	3.5119873704113006e-33
G000768345	9	9.0	1.0	9.41885894647215e-30	2.559895237528982e-26	3.1166878706866704e-25	1.9163496466201246e-28	3.6224443583643406e-12	7.78883786922229e-24	6.106105979318223e-35	1.8948484274694533e-12	7.784720337152286e-21	1.0	8.039084485016648e-17	1.1855565255913542e-14	2.901919001983127e-38	1.5552889348596883e-31	1.1366710341876368e-25
G001000705	12	12.0	1.0	2.515258780335511e-13	1.934750249602243e-20	5.193553727513463e-24	2.206619930452281e-15	1.2847904164170476e-14	2.094461902611005e-21	6.157220219163499e-18	2.6467136326018716e-25	3.630065639200196e-20	1.4116774367304474e-25	2.2446548861575514e-15	1.7324901513404711e-09	1.0	4.6666009679554796e-17	3.236848723081609e-12
G001418015	6	6.0	1.0	5.439560378816075e-41	9.80908925027372e-45	1.9854714227874594e-29	8.06293199618493e-36	7.898298215236573e-36	1.12192016263423e-34	1.0	1.2048374733894346e-29	1.0718512205401528e-34	1.5159272434013133e-22	2.191375964459697e-32	1.8106141366506656e-30	1.6155127313068353e-30	1.1398039739799727e-36	2.0668603294493045e-33
G000213055	1	1.0	1.0	1.1932655955260794e-36	1.0	1.4035405418677368e-41	1.2737803040712587e-42	1.240809935258825e-20	7.20980396203379e-21	2.802596928649634e-45	1.4079576686126534e-30	0.0	2.2347036997561472e-28	1.9861724167500864e-25	7.449517247154244e-28	8.267660939516421e-44	2.6012824819855017e-31	9.049798342079509e-32
G001796635	4	4.0	1.0	3.687005715264535e-20	7.110119877115399e-19	1.401298464324817e-45	5.681418443460156e-24	1.0	2.5520799886493426e-15	2.847572302738452e-15	2.0071080214512094e-12	1.0923922715775814e-25	1.180829322946323e-24	1.6864672148783416e-16	5.422870269153335e-13	8.301808872338547e-24	2.4584932071906873e-13	4.915563955876223e-09
G000427685	13	13.0	1.0	2.1310541175649117e-26	7.068908012382783e-33	7.006492321624085e-45	1.4591861038860753e-40	6.6315872073570405e-18	4.630468828160267e-29	4.059747463273552e-27	0.0	1.2401491409274631e-42	3.257125018227916e-27	5.945681358160912e-40	1.7643598887558774e-21	2.3089104119889527e-32	1.0	8.354156801373409e-33
G001776075	12	12.0	1.0	4.974479623063861e-22	5.179445576177901e-32	1.127878460094207e-30	3.969119832511935e-29	3.725510404167938e-24	1.929286034779363e-23	0.0	1.5489200783423124e-36	1.3852830241760487e-39	2.11789990048895e-27	5.298897423935772e-24	4.732475414061185e-20	1.0	5.395125204512335e-40	4.81548528912696e-18
G000878885	5	5.0	1.0	3.540089499754623e-16	1.7762204764622162e-26	2.2012701383911093e-10	1.9823931992485333e-12	5.6135190049653224e-15	1.0	5.058337077145342e-20	3.502571212604333e-24	1.0119364402987277e-26	7.289004890098608e-21	1.2206121779309065e-22	1.7683501147766623e-12	7.911069351673451e-17	2.698879706587948e-21	1.418030430143735e-17
G000987835	10	10.0	1.0	8.096364722386572e-23	3.400427354553e-35	5.344621707132283e-29	3.1320101677098644e-13	1.2822306813149911e-20	8.738069307980697e-17	6.632440780201013e-20	2.2062288640469809e-26	1.3090106214608704e-23	4.783097861436232e-26	1.0	2.1168115871272875e-10	1.143654398613747e-13	7.74459759903593e-18	2.136483177872517e-11
G000420905	3	3.0	1.0	1.2190226540856224e-34	2.9632131827573545e-28	2.3862127572089495e-33	1.0	1.1867864060720994e-23	4.0008767329790104e-21	6.222661542999156e-22	3.214095109001376e-29	2.3067193492937375e-31	9.468553731285754e-34	5.002593957276761e-19	7.846198148904767e-28	2.6269724476132837e-22	9.86613314248284e-23	9.886694131445657e-25
G000429565	8	8.0	1.0	2.007131578856353e-34	1.5517280568425163e-30	6.319840825664127e-20	2.58487393523505e-37	4.353465415376612e-26	9.471130292399506e-24	1.961817850054744e-44	2.3211591269466864e-17	1.0	3.3612291616691437e-08	1.8525473814134543e-23	1.6045729593263233e-24	8.95164955728585e-29	8.48698281410213e-32	1.6427355046119013e-26
G000737865	1	1.0	1.0	6.247774103716513e-31	1.0	3.8801954477154185e-42	3.317131023714585e-38	4.691381299333814e-22	3.094949672325194e-31	1.7331693170061528e-26	5.53382908962752e-38	1.401298464324817e-45	2.3474980344356098e-33	1.1307660723113522e-28	8.772436335772762e-32	4.203895392974451e-45	5.746474388149313e-34	4.110106957593475e-36
G000010665	10	10.0	1.0	2.066357440708344e-24	3.238734205829923e-22	5.141610694137475e-39	1.3005861729380363e-27	6.047873665176292e-35	9.369045380376666e-23	2.370793129540675e-29	2.5574322257381638e-21	5.875924720606823e-41	7.315945936467262e-20	1.0	3.216409887944581e-16	9.099024693729513e-39	4.065447284065363e-36	3.207215121498104e-27
G000337355	13	13.0	1.0	1.0113397964464203e-23	7.242973746484609e-34	1.8256536782763014e-40	1.2573570860693719e-40	5.8170988541230265e-18	1.1354689524943028e-28	6.818368563307864e-38	0.0	1.739011394227098e-42	2.802831051767652e-34	2.090032399593133e-36	1.049453832949303e-25	2.482210325583528e-37	1.0	7.130587100223607e-30
G000485475	1	1.0	1.0	1.4554332833762137e-18	1.0	1.3107164713217159e-20	1.2349922059896777e-20	5.105554617046339e-15	5.418716690630543e-12	1.276815709083081e-23	2.7884218328317227e-35	2.160256133645894e-35	1.811866089688443e-36	9.183786192554944e-19	5.721243376285424e-23	1.1432045394154603e-14	9.84127942919818e-17	2.7333973666530496e-25
G000382185	9	9.0	1.0	1.5709987235004321e-34	4.0585353431518655e-29	0.0	7.624259229292612e-35	1.0070488557100528e-20	2.329830916758023e-28	1.0400578453103996e-37	7.769319651824259e-22	5.129530239824471e-29	1.0	4.5248940354442195e-22	1.9526107269261394e-21	0.0	4.7606032468814145e-40	2.849694297751553e-28
